text,label
"The Church of Lukumi Babalu Aye practiced the Afro-Caribbean-based religion of Santeria. Santeria used animal sacrifice as a form of worship in which an animal's carotid arteries would be cut and, except during healing and death rights, the animal would be eaten. Shortly after the announcement of the establishment of a Santeria church in Hialeah, Florida, the city council adopted several ordinances addressing religious sacrifice. The ordinances prohibited possession of animals for sacrifice or slaughter, with specific exemptions for state-licensed activities.",1
"In 1996, Keith Schacht filed a state-court suit against the Wisconsin Department of Corrections and several of its employees (defendants), in their ""personal"" and in their ""official"" capacity, alleging that his dismissal violated the Federal Constitution and federal civil rights laws. After removing the case to federal court, the defendants asserted that the Eleventh Amendment doctrine of sovereign immunity barred the claims against the Department and its employees in their official capacity. The District Court granted the individual defendants summary judgment on the ""personal capacity"" claims and dismissed the claims against the Department and the individual defendants in their ""official capacity."" On appeal, the Court of Appeals concluded that the removal had been improper because the presence of even one claim subject to an Eleventh Amendment bar deprives the federal courts of removal jurisdiction over the entire case.",1
"This appeal is the consolidation of three separate cases that involved defendants' conviction for possession of cocaine in a Virginia state court. On appeal, the defendants argued that the admission into evidence of a certificate of analysis in the absence of testimony at trial from the person who performed the analysis and prepared the certificate, pursuant to Virginia Code Section 19.2-187, violated the Confrontation Clause of the Sixth Amendment. The Supreme Court of Virginia disagreed, holding that the provisions of Section 19.2-187 did not violate a defendant's Confrontation Clause rights. Moreover, the court held that the defendants in these cases knowingly, intelligently, and voluntarily waived their Sixth Amendment rights to confront the forensic analysts when they failed to call them as witnesses at trial.",1
"Edward Jerome Harbison was convicted in a Tennessee state court of first-degree murder, second-degree burglary, and grand larceny, and was sentenced to death. After unsuccessfully appealing his case through the Tennessee courts, a federal district court appointed Mr. Harbison a federal public defender to represent him in filing a federal habeas corpus petition. That petition was denied by the both the federal district court as well as the U.S. Court of Appeals for the Sixth Circuit. As Tennessee law does not authorize the appointment of state public defenders as counsel in state clemency proceedings, Mr. Harbison's federal public defender requested to represent him in his state clemency proceedings. Both the district court and Sixth Circuit denied the request, holding that federal law does not authorize federal compensation for legal representation in state matters.",1
"On November 30, 1986, a patrol officer saw Inocencio Muniz and another passenger in a car stopped on the shoulder of a highway. When the officer approached, he could smell alcohol on Muniz’s breath and saw that his eyes were bloodshot and his face was flushed. The officer advised Muniz to remain parked, but as he was leaving he saw Muniz drive off. The officer pulled Muniz over and had him perform three field sobriety tests, all of which Muniz failed. Muniz told the officer he failed them because he had been drinking. The officer arrested Muniz and took him to a booking center, where he was told that his actions and voice were being recorded, but no one read him his Miranda rights. Muniz answered a series of questions about himself and stumbled over an answer regarding the year he turned six. Muniz again failed three field sobriety tests and refused a breathalyzer test. The officer then read Muniz his Miranda rights, and Muniz signed a statement waiving them. In subsequent questioning, he admitted to being under the influence of alcohol. At trial, the video and audio recordings of Muniz’s behavior at the booking center were admitted into evidence, along with the officer’s reports of Muniz’s failure of the field sobriety tests and his incriminating statements. Muniz was convicted of driving under the influence of alcohol. He filed a motion for a new trial and argued that the evidence of his behavior and statements prior to the Miranda warning should have been excluded from trial. The trial court denied the motion. The Superior Court of Pennsylvania reversed and held that the testimony regarding Muniz’s behavior and the results of the field sobriety tests was physical in nature, not testimonial, but that the audio portion of the recording should have been suppressed. The Pennsylvania Supreme Court denied the application for review.",1
"Traffic Stream (BVI) Infrastructure Ltd. is a corporation organized under the laws of the British Virgin Islands (BVI), an Overseas Territory of the United Kingdom. In 1998, Chase Manhattan Bank, now JPMorgan Chase Bank, agreed to finance certain Traffic Stream ventures, with the contract to be governed by New York law and with Traffic Stream agreeing to submit to the jurisdiction of federal courts in Manhattan. Subsequently, Chase sued Traffic Stream for defaulting on its obligations. The District Court found subject-matter jurisdiction under the alienage diversity statute, 28 USC section 1332(a)(2), which gives district courts jurisdiction over civil actions where the controversy is ""between citizens of a State and citizens or subjects of a foreign state,"" and granted Chase summary judgment. In reversing, the Court of Appeals found that, because Traffic Stream was a citizen of an Overseas Territory and not an independent foreign state, jurisdiction was lacking.",1
"BedRoc Ltd. and Western Elite, Inc., own property in Nevada patented under the federal Pittman Act (1919). (The act was repealed in 1964.) The act authorized the issuance of patents to desert lands in Nevada to individuals who successfully developed underground water resources. However, the act specified that patents reserve to the United States ""all the coal and other valuable minerals"" in the patented lands. When the previous owner of BedRoc and Western Elite's land extracted and sold commercially valuable sand and gravel from the lands without a federal mineral contract, the Bureau of Land Management (BLM) gave notification that the mining was illegal under federal law. The owner lost an appeal to the Interior Board of Land Appeals (IBLA). Once BedRoc and Western Elite owned the land, they filed suit in U.S. district court, arguing that the Pittman Act's ""valuable minerals"" provision did not include valuable sand and gravel. The district court rejected the companies' argument and sided with the United States. The Ninth Circuit Court of Appeals affirmed.",1
"Several prison inmates convicted of capital offenses and sentenced to death by lethal injection petitioned the Food and Drug Administration (FDA) alleging that the drugs to be used for their executions were not approved for use in human executions and therefore violated the Federal Food, Drug and Cosmetic Act (FDCA). When the FDA denied enforcement, the inmates brought suit claiming violations of the FDCA and requesting that the FDA be required to take enforcement actions. The district court granted summary judgment to the FDA holding that decisions declining to initiate enforcement proceedings were not judicially reviewable. The Court of Appeals for the District of Columbia Circuit reversed, finding that the decision not to begin an enforcement action was judicially reviewable under 5 U.S.C. Section 701(a)(2) and an abuse of discretion.",1
"UNUM Life Insurance Company of America (UNUM) issued a long-term group disability policy to Management Analysis Company (MAC) as an insured welfare benefit plan governed the Employee Retirement Income Security Act of 1974 (ERISA). The policy provides that proof of claims must be furnished to UNUM within one year and 180 days after the onset of disability. John E. Ward, a California MAC employee, became permanently disabled in May 1992. Ward informed MAC of his disability in late February or early March 1993. UNUM received proof of Ward's claim on April 11, 1994. Ward was notified that his claim was denied as untimely because his notice was late under the terms of the policy. Ward then filed suit under ERISA's civil enforcement provision to recover the disability benefits provided by the plan. Ward argued that, under California's common-law agency rule, an employer administering an insured group health plan should be deemed to act as the insurance company's agent; therefore, his notice of permanent disability to MAC, in late February or early March 1993, sufficed to supply timely notice to UNUM. The District Court rejected Ward's argument and ruled in favor of UNUM, citing ERISA's preemption clause, which states that ERISA provisions ""shall supersede ... State laws"" to the extent that those laws ""relate to any employee benefit plan."" In reversing, the Court of Appeals noted that Ward might prevail under California's ""notice-prejudice"" rule, under which an insurer cannot avoid liability although the proof of claim is untimely, unless the insurer shows it suffered actual prejudice from the delay.",0
"In 1911, U.S. Senator A. O. Bacon conveyed land to the city of Macon, Georgia through a testamentary trust for the purpose of providing a park for white persons only. The city operated the park in that manner, but after passage of the Fourteenth Amendment, people of all races were permitted to use the park. The managers of the park attempted to have the city removed as the trustee because it could no longer legally enforce racial segregation. The U.S. Supreme Court ruled in favor of African American citizens who intervened, holding that the public nature of the park required that it be treated as a public institution subject to the Fourteenth Amendment regardless of who owned the park. The trustees of Bacon’s estate then moved for a ruling that the trust was unenforceable, because racial segregation was no longer permitted, so the property should revert to Bacon’s heirs. The trial court granted the motion, holding that racial segregation was an integral part of the trust, so the court could not simply amend the trust. The Supreme Court of Georgia affirmed.",0
"The Pole Attachments Act requires the Federal Communications Commission (FCC) to set reasonable rates, terms, and conditions for certain attachments to telephone and electric poles. A pole attachment includes ""any attachment by a cable television system or provider of telecommunications service to a [utility's] pole, conduit, or right-of-way."" After the FCC issued an order that interpreted the Act to cover pole attachments for commingled high-speed Internet and traditional cable television services and attachments by wireless telecommunications providers, pole-owning utilities challenged the order. Reversing both of the FCC's positions, the Court of Appeals held that commingled services are not covered by either of the Act's two specific rate formulas and, thus, were not covered by the Act. Additionally, the appellate court held that the Act does not give the FCC authority to regulate wireless communications.",1
"During the early morning hours of October 30, 1966, an individual approached a police officer in a gas station parking lot in Bridgeport, Connecticut, and informed him that another individual in a nearby vehicle was carrying narcotics and had a gun at his waist. The officer approached the vehicle on foot and asked the occupant, Robert Williams, to open the door. When Williams rolled down the window instead, the officer reached into the car and removed a gun from Williams’ waistband, though the gun was not visible from outside the vehicle. The officer then arrested Williams for unlawful possession of a firearm and proceeded to search his vehicle, where he found heroin. Williams was convicted in a Connecticut state court of possession of a handgun and heroin. After the Supreme Court of Connecticut affirmed the conviction, Williams filed a claim against the prison warden, Frederick Adams, in which he alleged that the state of Connecticut continued to detain him unlawfully as a prisoner. Williams argued that the handgun and drugs were discovered through an unlawful search and should not have been admitted into evidence at his trial. The district court denied his petition. On appeal, the U.S. Court of Appeals for the Second Circuit sided with Williams and ordered that his conviction be set aside.",1
"As Enron's financial difficulties became public in 2001, Arthur Andersen instructed its employees to destroy Enron-related documents. This was consistent with Andersen's document retention policy. The government later charged Andersen for violating federal law, which made it a crime to ""knowingly...corruptly persuade another person"" to ""withold"" or ""alter"" documents in an ""offical proceeding."" The federal jury found Andersen guilty. The company appealed, arguing the jury instructions failed to convey the elements of a ""corrupt persuasion"" conviction - specifically, that a ""consciousness of wrongdoing"" was required. The Fifth Circuit affirmed the conviction.",1
"A group of disabled people who travelled on Norwegian Cruise Line ships sued the company in federal district court and alleged two of its ships did not conform with Title III of the Americans with Disabilities Act. The company argued the ADA did not apply to the two ships because, though the ships sailed out of Texas, they sailed under the Bahamian flag. The district court dismissed the group's claims and the Fifth Circuit Court of Appeals ruled foreign-flagged cruise ships are not subject to Title III of the ADA.",1
"Congress passed the Children's Internet Protection Act (CIPA) in 2000, requiring public libraries to install internet filtering software on their computers in order to qualify for federal funding. The American Library Association and others challenged the law, claiming that it improperly required them to restrict the First Amendment rights of their patrons. As stipulated by the law, a three judge panel heard the case, and ruled unanimously that the CIPA violated the First Amendment.",1
"Sharron Frontiero, a lieutenant in the United States Air Force, sought a dependent's allowance for her husband. Federal law provided that the wives of members of the military automatically became dependents; husbands of female members of the military, however, were not accepted as dependents unless they were dependent on their wives for over one-half of their support. Frontiero's request for dependent status for her husband was turned down.",1
"Crown Simpson Pulp Company and Louisiana-Pacific Corporation operated two bleached craft pulp mills in California. The mills were granted permits by the California State Water Resources Control Board with variances from the Environmental Protection Agency (EPA) standards for effluent discharge. The EPA, however, denied the variances. The mill companies sought review directly in the U.S. Court of Appeals for the Ninth Circuit under the Federal Water Pollution Control Act. The Act allows direct appeal of EPA actions either “issuing or denying any permit”. The court of appeals dismissed the review, holding that because the State granted the permits and the EPA merely objected the variances, this case did not fall under the Act.",1
"Keshia Dixon was arrested for illegally purchasing firearms. At her trial, Dixon raised a duress defense, claiming that her boyfriend abused her and that she feared he would harm or kill her or her daughters if she did not buy the firearms. Upon being convicted, Dixon appealed to the Fifth Circuit Court of Appeals, arguing that she should not bear the evidentiary burden of proving her duress claim. The Circuit Court rejected Dixon's argument, noting that the circuit's previous cases had clearly established that the duress defense requires the defendant to prove duress by a preponderance of evidence. This ruling conflicted with a ruling on a similar case in the Sixth Circuit Court of Appeals. Dixon appealed to the Supreme Court, which agreed to consider the narrow question of the burden of proof.",0
The 1984 Bail Reform Act allowed the federal courts to detain an arrestee prior to trial if the government could prove that the individual was potentially dangerous to other people in the community. Prosecutors alleged that Salerno and another person in this case were prominent figures in the La Cosa Nostra crime family.,1
"Paula Corbin Jones sued President Bill Clinton. She alleged that while she was an Arkansas state employee, she suffered several ""abhorrent"" sexual advances from then Arkansas Governor Clinton. Jones claimed that her continued rejection of Clinton's advances ultimately resulted in punishment by her state supervisors. Following a District Court's grant of Clinton's request that all matters relating to the suit be suspended, pending a ruling on his prior request to have the suit dismissed on grounds of presidential immunity, Clinton sought to invoke his immunity to completely dismiss the Jones suit against him. While the District Judge denied Clinton's immunity request, the judge ordered the stay of any trial in the matter until after Clinton's Presidency. On appeal, the Eighth Circuit affirmed the dismissal denial but reversed the trial deferment ruling since it would be a ""functional equivalent"" to an unlawful grant of temporary presidential immunity.",0
"In July 2005, Edgar Townsend was allegedly injured while working aboard the tug boat Thomas . His employer, Atlantic Sounding Co., Inc. sought declaratory judgment in a federal district court to determine its obligations toward him. Mr. Townsend counterclaimed. In part, he alleged arbitrary and willful failure to pay maintenance and cure for his injuries, and sought punitive damages. Atlantic Sounding Co., Inc. motioned to dismiss the request for punitive damages. The district court denied the motion, but allowed for interlocutory appeal. The United States Court of Appeals for the 11th Circuit affirmed. The court held it was bound by its prior decision in Hines v. J.A. LaPorte, Inc . There, it concluded a seaman may recover punitive damages when an employer arbitrarily and willfully refuses to pay maintenance and cure for his injuries. It reasoned that the Supreme Court's decision in Miles v. Apex Marine Corp . did not apply. In that case, the Court held that recovery for ""non-pecuniary loss in the wrongful death of a seaman was not available under general maritime law"". The court of appeals reasoned that Miles was not ""clearly on point"" to the facts in Mr. Townsend's case.",0
"""Kandyland,"" operated by Pap's A. M. in Erie PA, featured totally nude female erotic dancing. The city council enacted an ordinance making it an offense to knowingly or intentionally appear in public in a ""state of nudity,"" To comply with the ordinance, dancers had to wear, at a minimum, ""pasties"" and a ""G-string."" Pap's filed suit against Erie, seeking a permanent injunction against the ordinance's enforcement. The Court of Common Pleas struck down the ordinance as unconstitutional, but the Commonwealth Court reversed. In reversing, the Pennsylvania Supreme Court found that the ordinance's public nudity sections violated Pap's right to freedom of expression as protected by the First and Fourteenth Amendments. The court explained that, although one purpose of the ordinance was to combat negative secondary effects, there was also an unmentioned purpose to ""impact negatively on the erotic message of the dance."" Additionally, because the ordinance was not content neutral, the court subjected it to strict scrutiny and found that it failed the narrow tailoring requirement of such a test. After the U.S Supreme Court granted certiorari, Pap's filed a motion to dismiss the case as moot, noting that Kandyland no longer operated as a nude dancing club, and that Pap's did not operate such a club at any other location. The Court denied the motion.",1
"In 1954, John Watkins, a labor organizer, was called upon to testify in hearings conducted by the House Committee on Un-American Activities. Watkins agreed to describe his alleged connections with the Communist Party and to identify current members of the Party. Watkins refused to give information concerning individuals who had left the Communist Party. Watkins argued that such questions were beyond the authority of the Committee.",1
"A jury convicted Alex Evans of murder. The prosecution presented 20 witnesses who described Evans’ participation in the murder. A prison inmate testified that one of Evans’ conspirators in the murder said “we wouldn’t be in this now” if it weren’t for Evans. Evans’ counsel questioned the inmate, but still argued that Evans’ right to confrontation was violated because they could not confront the conspirator. The judge overruled Evans’ objection citing a Georgia statute that allows admission of conspirator’s statements against co-conspirators. The Supreme Court of Georgia affirmed the conviction. Evans filed a petition for a writ of habeas corpus. The district court denied the writ, but the U.S. Court of Appeals for the Fifth Circuit reversed, holding that the Georgia statute violates Evans right to confrontation because it is broader than the rule used in federal conspiracy trials. The court found no “cogent reasons” for the Georgia hearsay exception.",1
"On November 13, 1968, A. Ernest Fitzgerald, a management analyst in the Department of the Air Force, testified before the Subcommittee on Economy in Government of the Joint Economic Committee of the U. S. Congress regarding $2 billion in unexpected costs associated with the C5-A transport plane along with its technical difficulties. In January 1970, he was fired, and he believed his dismissal was in retaliation for his testimony. Fitzgerald sued presidential aides Bryce Harlow and Alexander Butterfield for civil damages and claimed they were involved in a conspiracy that resulted in his wrongful dismissal. Both Harlow and Butterfield claimed to have no knowledge of any conspiracy and asserted that their actions surrounding this issue were undertaken in good faith. Harlow and Butterfield moved for summary judgment, which the court denied. The district court also found them ineligible for immunity. They appealed the denial of immunity to the Court of Appeals for the District of Columbia Circuit, and the Court of Appeals dismissed the appeal without issuing an opinion.",1
"In 1944, Congress authorized the construction of a dam on the Roanoke River and for that purpose sought to acquire a 1,840-acre easement from the 7,400-acre estate surrounding the Dan River, a tributary of the Roanoke River. The Virginia Electric Company owned 1,540 acres of the property in question that had been purchased from the estate owner in 1907 and would be part of the government’s easement. In 1951, the government reached an agreement with the estate owner to purchase the easement for one dollar and to officially acquire the land through a condemnation proceeding. The Virginia Electric Company, whose land was about to be taken in the easement, intervened to contest the issue of just compensation. The district court awarded a substantial compensation to the Virginia Electric Company, and the U.S. Court of Appeals for the Fourth Circuit affirmed. The Supreme Court remanded the case for reconsideration in light of the decision in United States v. Twin City Power Company that held that the amount of compensation should not take into account the value of the land for water power purposes. On remand, the district court appointed commissioners to evaluate the value of the land and awarded $65,520 in compensation. The Court of Appeals affirmed.",1
"Clarence Earl Gideon was charged in Florida state court with felony breaking and entering. When he appeared in court without a lawyer, Gideon requested that the court appoint one for him. According to Florida state law, however, an attorney may only be appointed to an indigent defendant in capital cases, so the trial court did not appoint one. Gideon represented himself in trial. He was found guilty and sentenced to five years in prison. Gideon filed a habeas corpus petition in the Florida Supreme Court, arguing that the trial court's decision violated his constitutional right to be represented by counsel. The Florida Supreme Court denied habeas corpus relief.",1
"In an effort to comply by its duty to promote programming diversity, under the Communications Act of 1934, the Federal Communications Commission (FCC) adopted two minority preference policies. The first policy awarded preferences to minority ownership bids for licenses for new radio or television broadcasting stations. The second policy allowed radio or television broadcasters with questionable license qualifications, to avoid an FCC investigation of their actions by making a ""distress sale"" of their licenses to a legitimate minority outfit. Upon FCC approval, Faith Center Inc. ""distress sold"" its television license to Astroline's minority-owned outfit. Shurberg, a nonminority applicant for a similar license, sought appellate review of Astroline's award. The appellate court agreed, and invalidated the distress sale policy as unconstitutional. Astroline appealed and the Supreme Court granted certiorari.",1
"The Employee Retirement Income Security Act of 1974 obligated CF&I Steel Corporation (CF&I) to make annual funding contributions to pension plans they sponsored. The required contribution for the 1989 plan totaled $12.4 million. CF&I failed to make the payment and petitioned the Bankruptcy Court for Chapter 11 reorganization. The Government filed a proof of claim for tax liability arising under the Internal Revenue Code, 26 U.S.C. Section 4971(a), which imposes a 10 percent ""tax"" on any ""accumulated funding deficiency"" of plans such as CF&I's. The court allowed the claim, but rejected the Government's argument that the claim was entitled to priority as an ""excise tax"" under the Bankruptcy Code. The Bankruptcy Court also subordinated the Section 4971 claim to those of all other general unsecured creditors under the Bankruptcy Code's provision for equitable subordination. The court later approved a reorganization plan for CF&I giving lowest priority (and no money) to claims for non-compensatory penalties. The District Court and the Court of Appeals affirmed.",1
"Congress enacted legislation in the late 1960s and early 1970s to adjust the compensation of federal employees, including judges, which provided automatic annual pay raises. However, from 1976 to 1979 Congress intervened and blocked cost-of-living increases which were scheduled to occur.",1
"Laura Lee Wright and her ex-husband Louis Wright had jointly agreed that they would share custody of their daughter, while her half-sister would live with her parents, Laura Lee Wright and Robert Giles. In November 1986, when the girls were five years old and two years old, respectively, the older daughter told Cynthia Goodman, a friend of Louis Wright’s, that Giles had sexually assaulted her while Laura held her down and covered her mouth. The girl also said that she had seen the same thing happen to her younger sister. Goodman reported this information to the police and took the girl to the hospital where Dr. John Jambura examined her. Dr. Jambura found conditions highly suggestive of sexual intercourse that had occurred two or three days previously. Laura Wright and Giles were jointly charged with two counts of lewd conduct with a minor. During the trial, the court conducted a voir dire examination of the younger daughter, aged three years at the time of the trial, to determine whether she was capable of testifying. The court found, and the parties agreed, that she was not. Over the objection of the defense, the court allowed Dr. Jambura to testify to certain statements the younger daughter made during the examination. Laura Wright and Giles were convicted on both counts, and they appealed on the conviction regarding the conduct with the younger daughter. They argued that the trial court erred in admitting the hearsay testimony of Dr. Jambura. The Idaho Supreme Court held that the admission of the hearsay testimony violated the Confrontation Clause of the Sixth Amendment because the testimony did not fall under a hearsay exception and the interview in question lacked procedural safeguards. The Idaho Supreme Court also noted that children are highly susceptible to suggestion and can easily be influenced by leading questions. Because the Idaho Supreme Court was not convinced that the jury would have reached the same conclusion had the testimony been excluded, it reversed the conviction.",0
"Wiley L. Bolden and other residents of Mobile, Alabama brought a class action on behalf of all black citizens in Mobile. They argued that the practice of electing the City Commissioners at-large unfairly diluted the voting strength of black citizens. A district court and the U.S. Court of Appeals for the Fifth Circuit ruled in favor of Bolden.",1
"The state of California suffered an energy crisis in 2001. Citizens filed suit against energy company Reliant Energy Services et al (Reliant) for conspiring to fix energy price levels. Reliant filed cross-claims against multiple energy companies and regulatory agencies involved in the price fixing, including the Canadian company Powerex Corporation. PowerEx exported surplus Canadian hydropower on behalf of its owner, the British Columbia Hydro and Power Authority (BC Hydro). Since BC Hydro was a governmental corporation and Powerex was its subsidiary, both argued that they were entitled to sovereign immunity under the Foreign Sovereign Immunity Act of 1976 (FSIA). FSIA defines a foreign sovereign as an ""organ of a foreign state"" (28 U.S.C. Section 1603(b)). Reliant claimed that the two companies were exempt from FSIA sovereign immunity because their commercial activity had a ""direct effect"" on California energy markets. A District Court ruled that BC Hydro was a foreign sovereign, but PowerEx was not. The District Court issued a remand order sending the case back to state court. Powerex appealed to the U.S. Court of Appeals for the Ninth Circuit, claiming that it operated for the ""public interest"" as an instrumentality of the government. The Ninth Circuit held that PowerEx was not a ""foreign sovereign"" because BC Hydro, not the Canadian government, owned PowerEx's shares.",1
"John Sturgeon wanted to use his hovercraft on the Nation River, which runs through Alaska’s Yukon-Charley National Preserve conservation unit, designated as such by the Alaska National Interest Lands Conservation Act (ANILCA), 16 U.S.C. § 3101 et seq., to reach moose hunting grounds. The State of Alaska would permit him to do so, whereas the federal government would not pursuant to National Park Service regulations. Sturgeon argued that the Nation River belonged to Alaska, and that the National Park Service could not regulate or prohibit the use of hovercraft on that portion of the river. Sturgeon sought declaratory and injunctive relief barring the Park Service from enforcing its hovercraft ban. The district court and appellate court denied him relief, interpreting the statute as limiting the Park Service’s authority to impose Alaska-specific regulations on inholdings but not its authority to enforce nationwide regulations like the hovercraft rule. The US Supreme Court rejected this interpretation and remanded the case for further consideration. On remand from the US Supreme Court, the Ninth Circuit concluded that the Nation River was public land for purposes of ANILCA and thus that it was subject to the regulatory authority of the National Park Service.",1
"Humberto Fidel Regaldo Cuellar was apprehended in 2004 driving a Volkwagen Beetle crawling 30 miles below the speed limit on a main artery through Texas to Mexico. When police pulled Cuellar over, they discovered that he had logged about 1,000 miles in the past two days stopping in major cities along the way for just hours each time. When questioned, Cuellar acted nervously; he later turned over a large roll of cash that smelled like marijuana. When police examined the car, they found drill marks suggesting tampering with the gas tank, as well as mud splashings and animal hair typical of efforts to conceal the existence of contraband. Police found $83,000 in cash in a secret compartment beneath the floorboard. Cuellar was convicted of money laundering, but the appeals court overturned the conviction. The court ruled that the federal money laundering statute required the government to prove that Cuellar was attempting to portray the money he carried as legitimate wealth, rather than merely showing that he tried to hide it.",1
"Prison officials sentenced Muhammad, a state prisoner, to seven days of special detention and 30 days of restricted privileges for insolence toward Close, a prison guard. Muhammad filed suit with a magistrate judge under section 1983 of the Civil Rights Act of 1871, seeking $10,000 in damages. Muhammad alleged Close had charged him with threatening behavior in retaliation for other proceedings against Close. Muhammad did not challenge his insolence conviction or punishment. The magistrate judge ruled that Muhammad lacked evidence proving Close acted in retaliation. The U.S. District Court agreed. The U.S. Court of Appeals affirmed the ruling for a different reason, citing the U.S. Supreme Court decision Heck v. Humphrey (1994). In Heck the Court held that when a prisoner seeks damages in a case that questions his sentence, the prisoner must first have successfully challenged the sentence itself or the conviction itself. The Court of Appeals held that because Muhammad's damages case questioned his sentence, he must first successfully appeal the sentence itself. Going further the Court of Appeals held that Heck applies to all challenges to prison disciplinary proceedings.",0
"Police officers in Lexington, Ky., entered an apartment building in pursuit of a suspect who sold crack cocaine to an undercover informant. The officers lost sight of the suspect and mistakenly assumed he entered an apartment from which they could detect the odor of marijuana. After police knocked on the door and identified themselves, they heard movements, which they believed indicated evidence was about to be destroyed. Police forcibly entered the apartment and found Hollis King and others smoking marijuana. They also found cash, drugs and paraphernalia. King entered a conditional guilty plea; reserving his right to appeal denial of his motion to suppress evidence obtained from what he argued was an illegal search. The Kentucky Court of Appeals affirmed the conviction, holding that exigent circumstances supporting the warrantless search were not of the police's making and that police did not engage in deliberate and intentional conduct to evade the warrant requirement. In January 2010, the Kentucky Supreme Court reversed the lower court order, finding that the entry was improper. The court held that the police were not in pursuit of a fleeing suspect when they entered the apartment, since there was no evidence that the original suspect even knew he was being followed by police.",1
"Petitioner Romag Fasteners, Inc., sells magnetic snap fasteners for use in wallets, handbags, and other leather goods. Respondent Fossil designs, markets, and distributes fashion accessories, including handbags and small leather goods. In 2002, Fossil and Romag entered into an agreement to use Romag fasteners in Fossil’s products, and Fossil’s manufacturers purchased tens of thousands of Romag fasteners between 2002 and 2008. In 2010, the president of Romag discovered that certain Fossil handbags sold in the United States contained counterfeit snaps bearing the Romag mark. Romag sued Fossil in 2010 for patent and trademark infringement. Romag alleged that Fossil knowingly adopted and used the Romag mark without Romag’s consent. A jury found that Fossil had infringed Romag’s trademark and patents but that none of the violations were willful. The jury awarded Romag trademark damages under two theories: over $90,000 in profits “to prevent unjust enrichment” and over $6.7 million in profits “to deter future trademark infringement.” For the latter award, the jury found that Fossil had acted with “callous disregard” for Romag’s trademark rights. However, the district court struck the jury’s award, finding that “a finding of willfulness remains a requirement for an award of defendants’ profits in this Circuit.” On appeal, the Federal Circuit affirmed, finding that within the Second Circuit, a showing of willfulness was required for an award of profits. Romag petitioned the U.S. Supreme Court for a writ of certiorari. In light of its decision in SCA Hygiene Products Aktiebolag v. First Quality Baby Products, LLC , 580 U.S. __ (2017) , that affected the patent infringement claims in this case, the Court granted the petition, vacated the Federal Circuit’s decision, and remanded the case. On remand, the Federal Circuit reaffirmed the district court’s judgment declining to award Fossil’s profits.",1
"O'Hare Truck Service was one among several towing companies employed by the city of Northlake. Northlake kept a list of available towing companies and would only remove a company from its list after a showing of cause. In the present case, however, Northlake removed O'Hare Truck Service from its list because O'Hare's owner did not support Northlake's mayoral candidate in his reelection campaign. Instead, O'Hare's owner supported the opposition candidate. Upon removal from Northlake's employment list, O'Hare Truck Service filed suit alleging that its dismissal was a retaliation for its lack of support for Northlake's mayoral candidate. The dismissal was the cause of substantial loss in income. On appeal from the District Court's dismissal for failure to state a First Amendment violation, the Seventh Circuit affirmed. The Supreme Court granted certiorari.",1
"Several faculty members of the University of Missouri-Kansas City Medical School expressed dissatisfaction with the clinical performance of Charlotte Horowitz, a medical student. The Council of Evaluation (Council), a faculty-student body that recommends various actions including probation and dismissal, recommended Horowitz only advanceto her last year on a probationary status. In the middle of the following academic year, the Council concluded that Horowitz should not be considered for graduation at the end of the year and would be dropped as a student unless the Council saw a radical improvement. Horowitz failed to show improvement, her surgery rotations rated “low satisfactory,” and the Council recommended dismissal from the university. A committee composed solely of faculty members and the Dean, the final decision-makers, approved the decision. Horowitz sued and claimed that the procedure leading to her dismissal violated the Due Process Clause of the Fourteenth Amendment. The district court concluded that Horowitz had been afforded all the rights guaranteed by the Fourteenth Amendment. The U.S. Court of Appeals for the Eighth Circuit reversed the decision by holding that Horowitz had not been afforded procedural due process prior.",1
"Byron Keith Cooper was charged with the murder of an 86-year-old man in the course of a burglary. After an Oklahoma jury found him guilty of first-degree murder and recommended punishment by death, the trial court imposed the death penalty. Cooper's competence was considered on five separate occasions, whether he had the ability to understand the charges against him and to assist defense counsel. Oklahoma law presumes that a criminal defendant is competent to stand trial unless he proves his incompetence by clear and convincing evidence. Despite Cooper's bizarre behavior and conflicting expert testimony, he was found competent on separate occasions before and during his trial. In affirming the conviction and sentence, the Oklahoma Court of Criminal Appeals rejected Cooper's argument that the State's presumption of competence, combined with its clear and convincing evidence standard, placed such an onerous burden on him as to violate due process under the Fourteenth Amendment.",1
